Feed,Sentiment
محير هذه الكتاب بعض الشي لي في بعض المشاهد لم اكن واثقة اذا كان الامر حدث فعلا ام انه من خيال الكاتب فيه كثير من الرمزية وبصراحة لم افهمها كلها هو لا يتكلم عن حياه الكاتب ولا عن اخر ايامه بصورة واضحة ولكن عن افكاره وخواطره في اخر ايامه فهو كوداع للدنيا استقبال لها ايضا اعجبني كيف يرمز الى اصلك او الى اين تنتمي ان يكون مدينة اسمك وكيف يحاول الانسان دائما البحث عنه ,Negative
اسمها جيلي كولا مش جيلا كولا,Negative
اعطيت الكتاب نجمتان رغم انه أعجبني كثيرا ولكن للحق كان به مخالفات دينيه كثيره لا احب اطلاقا عند التحدث عن العواطف ذكر الله او الدين مطلقا لانه غالبا ما نتفوهه بأشياء قد لا تليق بالله او بالدين مثال قالت الكاتبه المحترمه إن الدين عندي الانسان والله سبحانه وتعالي قال ان الدين عند الله الاسلام اي انها تمن بدين اخر غير ديننا ,Negative
عائد إلي حيفا غسان كنفاني ما هو الوطن هل هو الأرض والسكن والبناء هل هو الذكريات التي مررنا بها هل هو الإنتماء والدفئ والحب هل هو العائلة والأبناء وهل يظل الوطن إذا ما فقدنا الأرض وسلبت منا وهدم السكن والبناء واذا محيت الذكريات بمرور الزمان وهل يبقي إذا ما زال الانتماء والدفئ والحب من قلوبنا وهل اذا ضاع الأهل والأبناء يبقي الوطن هي ليست بقصة عن فقدان ابن واسترداده بل قصة استرداد وطن بأكمله وعندما يتنكر الابن لأبويه ويتنكر الوطن لمواطنيه تتم لنا الغربة داخل أوطاننا كيف تسرق الأوطان وبأي شئ تسترد هذا ما لا ندرك كنه خلاصة القول الفكرة جيدة لكن لم توظف بالشكل اللائق ,Negative
مضيعة للوقت ,Negative
مش عارفة الكتاب هو اللي اكتر من عادي ولا ظلمنا الملف بالترجمة بس نفس القصص المكررة عن الام المرتبطة بابنها ,Negative
هذا الكتاب هو محاولة تأريخ للمهجر السوري ظنت الكاتبة بأنه من الممكن تقديمه في رواية أظنها أخطأت كثيرا في هذا الإعتقاد فلا هي حافظت على إيقاع القصة وتطور شخصياتها لا هي أعطت التاريخ حقه أما النتيجة فكتاب مترنح بين الواقع والخيال ما إن تبدأ الإنغماس في قصته حتى تفاجئ بأرقام وأسماء وتواريخ وكأنك تقرأ مقالة ركيكة في مجلة أزياء ما يشفع للكاتبة عندي أعطيها عليه النجمتين هو لغتها الشفافة المريحة وهذا ليس بمستغرب على شاعرة تنتقي الكلمات وترسم الأخيلة أتمنى حقا أن أقرأ رواية مكتملة للأستاذة لينا ,Negative
أحلام وردية بماض وهمي بعيد عن حقائق التاريخ وتطور المجتمعات ,Negative
مش عجباني تقيمها جيد فقط وما استفدتش بشئ غير وصف قليل لاوضاع المضطهدين من اوطانهم اسلوب اثير حلو وعجبني في روايتين سابقتين بس هنا انا كنت بقلب صفحات كتير وماعجبتنيش ككل يمكن فيه حاجات هادفه اكتر كان ممكن اقراها عالعموم هي تقيمها جيد فقط لاتستحق اكثر,Negative
نالت الرواية شهرة أكثر من حجمها وكذلك ملفها وممنوعة من الأسواق السورية حسب ما تمت إفادته بغباء شديد بلا أي داعي ولا أنكر من أن الرواية جيدة وسوف تستمتع أثناء قرائتها ولكنها موضوعة ضمن قالب جنسي فاضح خسيء ورخيص أعتقد بان الملف حينما لايثق بكتابته فإنه يلجئ إلى هذا الأسلوب المرفوض أقصد الملف المسلم فكرة الرواية بإختصار هي عرض لبيت من بيوت مدينة حلبالسورية قبيل إندلاع المواجهات المسلحة بين الإخوان المسلمين والحكومة عام وأثناءه وبعده وهو عرض جيد لا يخلو من النقد ولا من اللغط ولعل لهذا موضوع آخر إنه يصور الكراهية بأسلوبه الخاص وتتجلى عبقريته في أجزاء قوية جدا من الرواية حيث تشعر أنك وضعت الكراهية تحت المجهر ويعيب الكراهية بل ومديحها بين الناس وبين الطوائف مما ادى إلى الأحداث الأكثر دموية وبشاعة من كلا الطرفين من الجمل الرائعة التي استهوتني عندما يضحك شيخ جليل من قلبه أشعر كم أن الله جميل ويكره البس والشقاء ,Negative
عن الكتب يلي بتضيع وقتك ,Negative
أرى أن الكتاب أقل من المروج له بكثير ربما حتى في طريقة العرض التي لا تناسب تنظير تشومسكي يعني في المعتاد هناك نظرية يعقبها تحليل أمثله تاريخية سريعة الكتاب يفرض مقاطع كاملة للحديث بعشوائية نسبية عن تجارب سلفادور جواتيمالا نيكاراجوا ربما مفيد لمن لم يقرأ أبدا عن هذه التجاربز ربما الاستفادة الحقيقية التي خرجت بها من الكتاب هو إجابة السال لماذا تم ترك اليابان لتنهض مرة أخرى كيف تم إحكام السيطرة عليها الإجابة كانت في أنه بعد تدميرها إما تركها لتبني نفسها من جديد تقع تحت طائلة قوى المنطقة أو تكون هي نفسها قوة مضافة لأمريكا في المنطقة تتحكم فيها أمريكا بالتحكم في البترول الذي يتم ضخه في اليابان مجرد توازنات قوى في المنطقة في العموم ارى الكتاب ضعيف جدا علميا ربما هو مجرد تأريخ عام ربما كل ذلك ببسبب أنه تم تجميعه من محاضرة محاضرات لتشومسكي ولم يكتبه بنفسه لأنه على خلاف ذلك يجدي التنظير إثبات النظرية بالتاريخ ,Negative
روايه تحمل تلك المثاليه والأخلاق العاليه والطموح لم اكن أتوقع لها تلك النهايه أبكتني ليس لنهايه عصام لانها كانت بدايه الرحله الأبديه المجله بل إنكسار قلب ضياع حلم إنهيار حب وفقد عقل نابغ هو مايبكي فعلا الحياة زآئله ,Negative
