Feed,Sentiment
انسى اني كنت احبك وكل حاجه بالمحبه وكل لحظه عشتها,Positive
على كثر ما أحب قلبك و أحبك أحيان أحس إن الفرح شيء محدود محدود في صوتك سؤالك وقربك تعال ما أبي شيء لا صرت موجود,Positive
سامحني يالله اذا انغمست يوما في الحياة ومن أجل الحياة ومن ف الحياة ونسيت ان الحياة زائلة,Positive
من أسباب سعادة قلبي آني اثق و أعلم أن الله يذكر من يذكره,Positive
لا تربوا أولادكم كما رباكم أباؤكم فإنهم خلقوا لزمان غير زمانكم علي بن ابي طالب رضي الله عنه,Positive
حساب رياضي جميل طرحه دائما جميل وفقك الله يا خالد تابعوهه يا رفاق,Positive
أنت الأخير قبل النوم أذكره و أنت تفتح أبواب الصباحات,Positive
اضحك يا عمودي هذا التغريدة للمستقبل صناعة اول سيارة سعودية ذاتية القيادة بتكون في سدير ال,Positive
رسالة قصيرة فكر في الجنة تصغر الدنيا في عينك,Positive
ادعم الزمالك وايناسيو اينما كنت ستجد الزمالك حولك دائما لك سند,Positive
السعودية هي الاكرم والاجود بقيادتها وشعبها العظيم,Positive
اذا ماضاقت بالعيش الكئيب فبادر بالصلاة على الحبيب فريق العفة,Positive
وانا اسعد غاليتي احبك الله الذي احببتيني فيه,Positive
نبدع في الحديث خلف شاشات هواتفنا ونتلعثم وتتطاير الأحرف عند اللقاء,Positive
دوما للصباح نكهه اخرى معك وصوتك الذي يحرك روحي حبيبي,Positive
إيسكو عبر تويتر ياله من ابداع يا ملقا تهانينا,Positive
س أبقى اتنفسك عشقا واشهقك جنونا حتى تغفى العين وترتخي الأضلاع ويخرس النبض,Positive
لا زلت احبك بالطريقة ذاتها واشتاقك كل يوم كل يوم بالطريقة ذاتها لا يضجرني ذلك ولكن كيف لهذا الاعتياد أن يبدو بهذه الصورة المبهجة,Positive
وقنا حزن الحياة وضياع الأمل تذبذب الشعور وضيق التعبير ألهمنا حب ما تحب وسق لنا من الحياة كل جميل,Positive
لا تحزن إذا ارهقتك الهموم وضاقت بك الدنيا بما رحبت فربما احب الله ان يسمع صوتك وانت تدعوه,Positive
فوق غرور البعض تجد سفاهة ورغم تواضع البعض تجد الحشمة مساء الخير جميعا,Positive
تفاءلوا بالخير تجدوه وهو خير بأمر الله و صباح الخير,Positive
الرسالة التي ترسلها للناس تعود اليك من نفس النوع فانظر ماذا تفعل و ماذا تقول صباح الخير,Positive
الحمد لله خلصنا الفرح ووصلنا البيت بالسلامة كان يوم جميل بكل تفاصيله الحمد لله,Positive
كيف تصير غني باسرع ما يمكن اربح مع مصطفى الأغا شبيك لبيك الشيك بين ايديك,Positive
الحمدلله حمدا تستديم به النعم الحمدلله حمد الرضى الحمدلله على كل حال,Positive
كرستيانو ألا تشبع من الأهداف لاعب انتهى فيه الكلام من الأخير,Positive
تويتر تحديثم الجديد في حال فاتك شي يعني طافتك سوالف لليل صباح الخير,Positive
احلي لحظه ف حياتك مصري ياجدعان لو حسيت بحاجة ذي دي اتحرق,Positive
كل سنة و احنا مع بعض يالا يا معتز يا مثالي بحبك يابني قسما بالله,Positive
الدون أمرني أطيعه وأنسى خلاني ريال مدريد اتلتيكو مدريد,Positive
شكرا يا اوفياء الشعب لقد كنتم اوفياء وبان معدنكم في وقت الشدة مرت ايام وسنوات جميلة اجتمعنا فيها على حب الشعب,Positive
تأمل نهر لم يغرق موسى عليه السلام وهو في قمة ضعفه رضيع بينما أغرق البحر فرعون وهو في قمة جبروته سبحانه وتعالى يدبر الأمر,Positive
بكلمتين لامك أستعيذ ألفا من دنيا تخلو منك,Positive
أنت النص الذي لم يكتب مثله بعد وبقية النساء هوامش,Positive
الحمد لله تزيد النعم وتدفع البلاء والنقم فلك الحمد يا الله حد الرضا صباحكم حمد وشكر,Positive
بكل بساطه احب اقول لازلت احبك اكثر من ذي قبل,Positive
صورتك القديمة جميلة فاتنة تتلذذين بكتم وحظر أنفاسي فأنا جنونك تعشقين مدمن تغريداتك وجع أحبك,Positive
من أحلى أغاني الهلال أغنية أصيل أبوبكر يا بعدهم يا الهلال,Positive
نعم عاشق أنا حتى الثمالة غارق في ذلك الحب حتى أذناي,Positive
غدا سوف تولد فراشات جديدة سوف تملأ الأرض بجمال ألوانها,Positive
الهي لا أعرف بماذا ادعوا لها و لا أعرف كيف ابهج روحها يالله اسعدها و اسعد قلبها في كل أمر هي ترجوه,Positive
لك وحشة ماهي لغيرك من الناس لو هي غيوم هزت الدنيا برعدها,Positive
اصعب شعور ممكن يمر عليك انك تحاول تلهي نفسك بشي عشان تشيل تفكيرك عن شي ثاني,Positive
ريال مدريد بايرن ميونخ تخاف وانت عندك الساحر إيسكوو أشك في ولائك للملكي,Positive
انطلقت جنادرية مدارس البلاد و مع مجموعة الالوان برفقة أ رنا الدهيمي رعاها الله,Positive
حبيبة قلبي نجد تسلمين وأنا فخورة فيك أكثر وماأنسى مواقفك أبدا وكيف كنت واقفة معانا تساعدينا وتدعمينا هنيئا لنا بك,Positive
يا ليت له ميثاق ينصفني في حبه واحذر العشاق واللي مشى بدربه,Positive
تعال اسمعك إذا رآيت شخصا يسامحك كثيرا فاعلم آنه يحترمك لدرجة كبيرة ولا يريد أن يخسرك فلا تتمادى بأخطائك,Positive
كن ممتنا لعملك و إن صعب للمال و إن قل للصحة و إن تعثرت و أهم من كل ذلك كن ممتنا لأن هناك من يحبك و يقبل بك بكل عيوبك,Positive
الحمد لله رب العالمين وصلى الله على سيدنا محمد نبيه وآله وسلم تسليما,Positive
الحمدلله على مااتى وعلى ماتبقى وعلى ماهو قادم الحمدلله دائما وابدا,Positive
وإني أراك بعين قلبي جنة يا من بك مر الحياة يطيب رسالة إلى أمي,Positive
بعض الأرواح تشبهنا ف حتى في بوحها نجد أنفسنا,Positive
جمال الدنيا بجمال العلاقه بالله فأن اردت حياه جميله ف اقضها كما يريد ربك صبااح الخير,Positive
لا تجالس صاحب هوى فيقذف في قلبك ما تتبعه عليه فتهلك أو تخالفه فيمرض قلبك الحسن البصري,Positive
وأنزه اسمك أن تمر حروفه من غيرتي بمسامع الجلاس فأقول بعض الناس عنك كناية خوف الوشاة وأنت كل الناس,Positive
إذا أردت شيئا بقوة فأترك سراحه و أقعد في ركن عيط على جنب كدة عشان أقسم بالله ما هيعود إليك,Positive
كذبة الأربعين شبيها اخترعها أولئك الذين يرون وجوه أحبتهم ف ملامح كل العابرين,Positive
النفس تبكي على الدنيا وقد علمت أن السعادة فيها ترك ما فيها لا دار للمرء بعد الموت يسكنها إلا التي كان قبل الموت بانيهاا,Positive
